Interval,OvrFd Off,In Abnd,In Ans,In,Out Ans,Out,Max Wait (Seconds Value),Avg Wait (Seconds Value),Avg In Ans (Seconds Value),Avg Abnd (Seconds Value),% Svc (Other Value),Avg Rng (Out) (Seconds Value),Tot Tlk (Seconds Value),Avg Tlk (Seconds Value),Adv,Att Ret Abnd,Avg Answer (Other Value),Abnd After EM,Abnd Before EM,End On-Hold,Esc,Esc To,In Abnd Unique,Max Concr,Out Fail,OvrFd In,All Ans,All,UnMon,Unsuc Ret Abnd,Ans <= 15s,Abnd <= 60s,Avg Call (Seconds Value),Avg Held (Seconds Value),Avg Rng (In/Out) (Seconds Value),Max Call (Seconds Value),Max Held (Seconds Value),Max Talk (Seconds Value),Tot Call (Seconds Value),Tot Held (Seconds Value),Tot Rng (Seconds Value),Alerting (Seconds Value),Available (Seconds Value),Busy (Seconds Value),Handling (Seconds Value),N/A (Seconds Value)
16/01/2026 (21:00:00 - 21:59:59),0,1,55,56,7,8,31.549110301900967,6.254593062035554,0,0,100,0,14324.383416792634,260.44333485077516,0,0,0,0,0,0,0,0,0,0,1,0,62,64,0,0,43,1,0,0,0,680.2240669776419,107.43795851353477,568.5566943523062,15746.562586464686,1189.5613935230015,262.22367493165603,218.28652896485673,249893.77195719787,15964.849115429543,15746.562586464686,22141.37892737257
16/01/2026 (22:00:00 - 22:59:59),0,2,49,51,8,10,16.17522682403853,4.6839000579588115,0,0,100,0,12964.643674170187,264.5845647789834,0,0,0,0,0,0,0,0,0,0,2,0,57,61,0,0,40,2,0,0,0,1282.335759507514,258.3690794603936,1020.3255673454619,15728.203101113122,2585.144904561664,207.54342399453958,187.30476011280268,261495.99312075382,15915.507861225924,15728.203101113122,10588.499018020271
16/01/2026 (23:00:00 - 23:59:59),0,0,37,37,3,4,22.617508308695825,6.686801745150536,0,0,100,0,6941.570874240742,187.61002362812818,0,0,0,0,0,0,0,0,0,0,1,0,40,41,0,0,35,0,0,0,0,486.63851315856107,89.13957222531823,384.5913565145073,8235.699918303495,816.5484205695386,516.3033767494205,142.54573880007678,261132.2868080554,8378.245657103571,8235.699918303495,18489.467534841056
17/01/2026 (00:00:00 - 00:59:59),0,1,21,22,8,8,19.824668676346008,4.1918561240848575,0,0,100,0,6041.756505702319,287.7026907477295,0,0,0,0,0,0,0,0,0,0,0,0,29,30,0,0,18,0,0,0,0,971.8081327,62.930040044723384,903.9930255214151,6459.625249713288,315.28233398437294,141.6669471795851,65.43204546322622,265936.55100578367,6525.057295176514,6459.625249713288,15538.39169903983
17/01/2026 (01:00:00 - 01:59:59),0,0,29,29,8,9,12.169075426507279,3.970662645,0,0,100,0,9858.362999924113,339.94355172152115,0,0,0,0,0,0,0,0,0,0,1,0,37,38,0,0,25,0,0,0,0,1113.5498812994617,180.94278956772823,927.2471407886643,11458.309781302216,1444.5082040290986,198.31818489355763,165.43950904727166,255950.3303138751,11623.749290349488,11458.309781302216,20425.920395775396
17/01/2026 (02:00:00 - 02:59:59),0,0,25,25,5,5,18.639297670627275,5.119394432364847,0,0,100,0,4882.504902646831,195.30019610587325,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,21,0,0,0,0,494.69931399233593,39.70354697,446.2486717266917,5494.665404,393.48311918370786,262.4128589217846,93.92914599465824,260448.41110242734,5588.594550260018,5494.665404,21962.994347312666
17/01/2026 (03:00:00 - 03:59:59),0,0,22,22,7,9,14.249810011376105,3.1734309959974834,0,0,100,0,6644.018264916916,302.0008302234962,0,0,0,0,0,0,0,0,0,0,2,0,29,31,0,0,20,0,0,0,0,805.3614498897771,28.332745024440037,771.5256889641536,7043.660421504353,278.5758067613989,159.5874611343216,114.30123041811557,259303.32632816202,7157.961651922468,7043.660421504353,21538.712019915492
17/01/2026 (04:00:00 - 04:59:59),0,1,27,28,7,7,43.71701908,9.390449422413162,0,0,100,0,8474.842506605195,313.88305580019244,0,0,0,0,0,0,0,0,0,0,0,0,34,35,0,0,21,1,0,0,0,1291.3280506361841,139.53019687936964,1145.743249842871,9554.797676111157,916.4808638294858,205.8565330740806,115.72847764258478,266802.092,9670.526154,9554.797676111157,11527.381854121268
17/01/2026 (05:00:00 - 05:59:59),0,1,16,17,12,12,31.219214998598584,6.090760750726055,0,0,100,0,2356.4121266017223,147.27575791260765,0,0,0,0,0,0,0,0,0,0,0,0,28,29,0,0,12,1,0,0,0,583.2649974155377,108.45850671082276,470.35338018905713,3131.4389076166567,703.7770127644101,124.68709443841712,93.45994926024038,269751.77309869224,3224.8988568768973,3131.4389076166567,15023.328044430886
17/01/2026 (06:00:00 - 06:59:59),0,0,34,34,16,16,21.634377389637567,3.800464561,0,0,100,0,7602.090748916017,223.59090437988286,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,29,0,0,0,0,715.6816011231635,64.06306231589103,644.2983142979497,8562.239618252052,711.2612360190562,366.0112254661459,202.95891782585326,264649.4398247977,8765.198536077905,8562.239618252052,14585.361639124409
17/01/2026 (07:00:00 - 07:59:59),0,4,35,39,14,17,38.64138399871052,9.396282279128963,0,0,100,0,11469.698831535272,327.7056809010078,0,0,0,0,0,0,0,0,0,0,3,0,49,56,0,0,28,1,0,0,0,1157.639894052102,106.19603428104884,1042.0100343602453,12702.240822790389,902.3581018768483,462.25744512957345,110.77915108852662,256472.7412924785,12813.019973878916,12702.240822790389,18714.238733642593
17/01/2026 (08:00:00 - 08:59:59),0,2,75,77,20,22,52.99189104791218,9.327305836973085,0,0,100,0,12048.984876685969,160.65313168914625,0,0,0,0,0,0,0,0,0,0,2,0,95,99,0,0,49,2,0,0,0,574.7958762991955,76.49398598888521,491.4345268375383,14224.385398588229,1660.3482614443578,652.3995299133425,330.0104052584609,254064.19804449755,14554.39580384669,14224.385398588229,19381.406151655745
17/01/2026 (09:00:00 - 09:59:59),0,5,112,117,21,22,32.90948054260162,7.112495680531061,0,0,100,0,22643.001069913098,202.16965240993838,0,0,0,0,0,0,0,0,0,0,1,0,133,139,0,0,85,4,0,0,0,697.5493794393217,93.28452810724629,592.8369879,27631.869661320114,3708.947882531986,1519.9058417890978,401.48964675208634,245282.83365000144,28033.35931,27631.869661320114,14683.807041926364
17/01/2026 (10:00:00 - 10:59:59),0,3,87,90,19,23,31.09582358636999,7.706976766557899,0,0,100,0,17013.308008199478,195.55526446206295,0,0,0,0,0,0,0,0,0,0,4,0,106,113,0,0,65,2,0,0,0,562.6302733,98.06167179337564,445.3785501496203,20669.16544,1986.322966485865,2034.1454461115677,314.2136883074629,244005.0436679279,20983.379132914564,20669.16544,23011.577199157502
17/01/2026 (11:00:00 - 11:59:59),0,10,124,134,30,36,60.355441472900104,11.272415326131075,0,0,100,0,35972.96090699808,290.1045234435329,0,0,0,0,0,0,0,0,0,0,6,0,154,170,0,0,88,8,0,0,0,1155.0972758180415,42.707678577697344,1105.8844319591863,37903.43183551612,1123.8304336544666,1001.7954532983047,664.3565152918477,227762.92811947622,38567.78835080797,37903.43183551612,21669.283529715813
17/01/2026 (12:00:00 - 12:59:59),0,16,159,175,42,45,108.42541863994454,24.091143478007755,0,0,100,0,51625.84420053698,324.69084402853446,0,0,0,0,0,0,0,0,0,0,3,0,201,220,0,0,66,12,0,0,0,1270.773452058099,139.80405617839565,1124.699802382351,57744.40211998304,5121.692553367045,1260.1882929678172,815.0041155016248,209861.10007459615,58559.40623548466,57744.40211998304,19579.493689919178
17/01/2026 (13:00:00 - 13:59:59),0,13,138,151,51,56,53.203774300878635,14.677126157759481,0,0,100,0,28061.841847688902,203.3466800557167,0,0,0,0,0,0,0,0,0,0,5,0,189,207,0,0,88,10,0,0,0,829.342652,36.05166572039404,782.2974819932468,31071.416850267735,1492.471416948498,2077.772302058939,702.6120267577178,247427.91478156892,31774.028877025452,31071.416850267735,8798.056341405652
17/01/2026 (14:00:00 - 14:59:59),0,9,131,140,28,30,47.66267400250031,12.312134683596328,0,0,100,0,36464.33645836174,278.3537134226087,0,0,0,0,0,0,0,0,0,0,2,0,159,170,0,0,92,8,0,0,0,903.2032130717943,105.87187625790338,788.1469233510577,42045.10010123885,4377.605479245972,1460.3217405904697,771.6689144836948,230214.6457719995,42816.769015722544,42045.10010123885,14968.58521227795
17/01/2026 (15:00:00 - 15:59:59),0,7,124,131,28,29,54.58971447,13.722006059650603,0,0,100,0,30545.78739691605,246.33699513641974,0,0,0,0,0,0,0,0,0,0,1,0,152,160,0,0,83,4,0,0,0,735.6289194082789,43.13419587,686.5048338628841,33025.05615978381,1736.522442901137,910.4632309,564.9964719060416,236821.8656545055,33590.052631689854,33025.05615978381,17588.081713804655
17/01/2026 (16:00:00 - 16:59:59),0,11,123,134,35,38,56.45014144,12.17052021,0,0,100,0,46223.52852941446,375.80104495458914,0,0,0,0,0,0,0,0,0,0,3,0,158,172,0,0,80,9,0,0,0,897.3957696,86.52367151927436,804.9419836694445,51398.35455610061,4445.42196,936.9580696023887,405.4408335897152,215150.39327495865,51803.79538969033,51398.35455610061,21045.811335351027
17/01/2026 (17:00:00 - 17:59:59),0,7,92,99,24,26,36.436920248882885,10.667113673374091,0,0,100,0,20067.34520196414,218.1233174126537,0,0,0,0,0,0,0,0,0,0,2,0,116,125,0,0,61,6,0,0,0,922.1930672462227,94.90947389034021,823.2604785212626,22351.581942074616,1914.1101753254566,466.68132081589437,277.1624978578968,247189.53649872815,22628.744439932514,22351.581942074616,18181.71906133933
17/01/2026 (18:00:00 - 18:59:59),0,1,66,67,20,20,16.757371542064533,5.4919627758880925,0,0,100,0,26768.270609579165,405.5798577208964,0,0,0,0,0,0,0,0,0,0,0,0,86,87,0,0,56,1,0,0,0,1452.192785178878,90.45476795239612,1352.650162412486,29055.942941638463,1687.8739143355804,781.5555140036325,220.2613628801329,247480.89912362368,29276.204304518596,29055.942941638463,11242.896571857731
17/01/2026 (19:00:00 - 19:59:59),0,1,53,54,17,19,29.001934046224616,6.512263020937147,0,0,100,0,16920.03710959167,319.24598319984284,0,0,0,0,0,0,0,0,0,0,2,0,70,73,0,0,43,0,0,0,0,737.5325495301284,54.57443063938923,676.6847575282493,18253.39421107749,1000.8689492738565,439.1352953742963,287.3525354288111,251422.03674651159,18540.746746506302,18253.39421107749,18037.216506982106
17/01/2026 (20:00:00 - 20:59:59),0,0,33,33,11,12,25.72806696627738,4.485251965409621,0,0,100,0,7451.025943219838,225.7886649460557,0,0,0,0,0,0,0,0,0,0,1,0,44,45,0,0,30,0,0,0,0,919.2147145423515,112.17031275500543,792.6126180408705,8826.519543051721,899.2447362,634.9984848,174.15385103765715,256158.09036030917,9000.673394,8826.519543051721,22841.236245601453
17/01/2026 (21:00:00 - 21:59:59),0,0,24,24,4,5,37.934223421936416,9.010139075870498,0,0,100,0,5954.780174,248.11584059037418,0,0,0,0,0,0,0,0,0,0,1,0,28,29,0,0,14,0,0,0,0,719.5083754,91.67223517,619.9090445993137,6597.411196230496,452.38072575979834,221.95867901867013,129.89550990376242,264971.92521580996,6727.306706134258,6597.411196230496,16300.768078055804
17/01/2026 (22:00:00 - 22:59:59),0,1,42,43,3,4,38.89913422302932,11.38282000452485,0,0,100,0,8059.482866825424,191.89244921012914,0,0,0,0,0,0,0,0,0,0,1,0,45,47,0,0,32,1,0,0,0,629.2817262883374,173.9834331629923,449.12804199401984,10486.746902273475,2168.1134879323886,277.6613009096378,140.9564126701492,259519.62580487976,10627.703314943625,10486.746902273475,17852.670880176585
17/01/2026 (23:00:00 - 23:59:59),0,0,21,21,6,6,7.350466295579409,2.0237201075064144,0,0,100,0,3713.9837506949434,176.8563690807116,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,19,0,0,0,0,672.6032396762092,56.485228469213375,610.8525999230641,4063.4308070889774,238.87341943146555,142.16610466615953,71.28046182669695,273644.9297424922,4134.711268915675,4063.4308070889774,10220.358988592105
18/01/2026 (00:00:00 - 00:59:59),0,0,20,20,8,8,14.699099550804647,3.0218651562251564,0,0,100,0,4255.759791116791,212.78798955583957,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,20,0,0,0,0,647.9206664688217,70.16648773037303,570.9472066723255,4849.956565479643,458.05733304038813,190.59521785144952,106.03008203832815,273017.8024348287,4955.9866475179715,4849.956565479643,10026.210917653354
18/01/2026 (01:00:00 - 01:59:59),0,0,30,30,8,9,13.30710598676364,2.7844188254983644,0,0,100,0,10120.806918983766,337.3602306327922,0,0,0,0,0,0,0,0,0,0,1,0,38,39,0,0,29,0,0,0,0,1052.4983080426973,159.6665485174836,883.3942544987987,12497.078858280041,2093.146788503823,358.6251910037729,93.86246606973975,260132.82046403646,12590.941324349782,12497.078858280041,15276.23821161376
18/01/2026 (02:00:00 - 02:59:59),0,1,20,21,9,9,7.358981888900776,2,0,0,100,0,7221.644963992561,361.08224819962805,0,0,0,0,0,0,0,0,0,0,0,0,29,30,0,0,17,1,0,0,0,1468.9923293410036,57.91787752673847,1404.2548921414214,7853.518286378848,495.48212892941086,197.76723051246935,87.93159848246691,257531.19782252266,7941.449884861315,7853.518286378848,22527.352292616044
18/01/2026 (03:00:00 - 03:59:59),0,1,25,26,10,10,16.218178650467927,3.504059310884919,0,0,100,0,4740.998014753294,189.63992059013177,0,0,0,0,0,0,0,0,0,0,0,0,35,36,0,0,25,1,0,0,0,673.4386687717765,68.03256568166472,598.3141831347841,5397.487913462345,479.1918998258578,248.21719843646991,98.10428705505278,267493.5296569348,5495.592200517398,5397.487913462345,15010.878142547786
18/01/2026 (04:00:00 - 04:59:59),0,0,33,33,10,11,16.08091405,3.9279981109220747,0,0,100,0,7687.807049,232.96384995996212,0,0,0,0,0,0,0,0,0,0,1,0,43,44,0,0,27,0,0,0,0,537.5771894023181,54.34489584178687,479.81793705960104,8168.937040327365,368.45622711791736,146.81732954000066,161.27113597769855,260707.08416271897,8330.208176305063,8168.937040327365,18962.707660975968
18/01/2026 (05:00:00 - 05:59:59),0,0,29,29,10,11,21.482968495380685,4.768005873361669,0,0,100,0,6562.3559473915275,226.28813611694923,0,0,0,0,0,0,0,0,0,0,1,0,39,40,0,0,26,0,0,0,0,972.1607878089272,76.10504921742802,884.5771544893112,7816.938254092886,921.7033677379051,447.66477998533435,163.72255140716626,262077.0171827623,7980.660805500052,7816.938254092886,17942.322011737644
18/01/2026 (06:00:00 - 06:59:59),0,0,39,39,7,7,23.426125720486976,5.603029113303659,0,0,100,0,8110.039524221465,207.94973139029398,0,0,0,0,0,0,0,0,0,0,0,0,46,46,0,0,35,0,0,0,0,829.1318084986701,72.69528319213886,749.5939540402553,8998.700570011179,621.8007664,314.7582782486953,156.51061879857386,260154.50863832972,9155.211188809752,8998.700570011179,18690.280172860508
18/01/2026 (07:00:00 - 07:59:59),0,0,29,29,13,14,14.172438758338128,3.2310482711120114,0,0,100,0,9474.945380588315,326.72225450304535,0,0,0,0,0,0,0,0,0,0,1,0,42,43,0,0,28,0,0,0,0,1096.8509047413236,37.78120565093948,1054.3089496941066,10035.09896933637,422.0918562560088,199.95147464365297,154.4414202483954,267207.82304913754,10189.540389584765,10035.09896933637,10602.63656127768
18/01/2026 (08:00:00 - 08:59:59),0,2,94,96,21,24,66.41226431525004,14.191765662402734,0,0,100,0,22035.201695895626,234.41703931803858,0,0,0,0,0,0,0,0,0,0,3,0,115,120,0,0,63,1,0,0,0,582.0505337465437,42.46860272691413,531.0120537312229,23975.468643279055,1134.6984822732022,985.5358881667668,339.94392211300476,240954.3141935836,24315.41256539206,23975.468643279055,22730.273241024373
18/01/2026 (09:00:00 - 09:59:59),0,6,86,92,31,35,45.84148883033956,8.008190847855095,0,0,100,0,25092.30976825813,291.7710438,0,0,0,0,0,0,0,0,0,0,4,0,117,127,0,0,65,6,0,0,0,1121.6936189423784,84.48523521464539,1033.184078572119,27944.744482834732,2506.3444711937977,470.8437032068411,510.82585468597205,245695.75921768224,28455.570337520705,27944.744482834732,13848.67044479707
18/01/2026 (10:00:00 - 10:59:59),0,4,84,88,20,22,28.630220016927158,7.946395159550658,0,0,100,0,11367.309145841253,135.32510887906253,0,0,0,0,0,0,0,0,0,0,2,0,104,110,0,0,70,1,0,0,0,505.76560379127136,106.98561067549441,389.53900186707733,14314.468001540627,2170.9155908086045,961.0630898647603,396.80442044641524,261578.58401785936,14711.272421987042,14314.468001540627,11710.143560153621
18/01/2026 (11:00:00 - 11:59:59),0,13,144,157,39,43,54.33643955080269,9.764644436363014,0,0,100,0,43607.77192379354,302.83174947078845,0,0,0,0,0,0,0,0,0,0,4,0,183,200,0,0,95,10,0,0,0,757.1281970485862,44.64538582,701.1022237489154,47322.216167787694,2075.6396462121597,2082.647509681291,703.4696310916354,223606.69913091869,48025.68579887933,47322.216167787694,16367.615070201968
18/01/2026 (12:00:00 - 12:59:59),0,17,144,161,35,37,92.62264428951738,21.990712847388245,0,0,100,0,37371.563901362955,259.52474931502053,0,0,0,0,0,0,0,0,0,0,2,0,179,198,0,0,68,14,0,0,0,645.8572967695683,35.77674686326097,602.5836206608645,40953.25486776266,2502.133155055946,1341.9503349342503,745.7317124805658,230138.70537795615,41698.986580243225,40953.25486776266,16162.308041800643
18/01/2026 (13:00:00 - 13:59:59),0,10,150,160,35,37,75.32740552769717,14.50164819288269,0,0,100,0,41787.576804803626,278.5838453653575,0,0,0,0,0,0,0,0,0,0,2,0,185,197,0,0,91,7,0,0,0,1449.5936650366923,423.3018468499881,1020.0624812560607,56995.59360803023,14273.61626363009,1152.4273321690293,864.9739252049058,208523.31095581263,57860.56753323513,56995.59360803023,21616.12151095223
18/01/2026 (14:00:00 - 14:59:59),0,13,114,127,39,41,74.25382574662174,17.687801916564098,0,0,100,0,23162.141614170465,203.17668082605672,0,0,0,0,0,0,0,0,0,0,2,0,153,168,0,0,65,12,0,0,0,668.8862348837758,121.30936839682552,538.8151561134064,28131.696426037557,3970.719829,1340.5416871522264,617.6095957,242416.42714721648,28749.306021776196,28131.696426037557,16834.266831007328
18/01/2026 (15:00:00 - 15:59:59),0,6,122,128,29,37,66.22889534,13.967121585046769,0,0,100,0,21747.622234237966,178.2591986412948,0,0,0,0,0,0,0,0,0,0,8,0,151,165,0,0,63,4,0,0,0,425.7936631688323,58.76955949441121,358.72980038969865,24589.327560879847,1829.8003259057398,1252.4397959930925,668.7741035572859,253856.22541858756,25258.101664437134,24589.327560879847,8885.672916975265
18/01/2026 (16:00:00 - 16:59:59),0,9,119,128,34,40,45.43851601386557,13.03040339102896,0,0,100,0,26895.618612310795,226.01360178412432,0,0,0,0,0,0,0,0,0,0,6,0,153,168,0,0,77,6,0,0,0,906.1421256845648,58.40311603982364,840.7151912658808,31150.16722109814,3418.7142217029655,1074.644211965632,567.8341851920756,240588.26503669244,31718.001406290216,31150.16722109814,15693.73355701733
18/01/2026 (17:00:00 - 17:59:59),0,6,74,80,19,21,38.71679081363543,10.998450310797377,0,0,100,0,31288.464476730456,422.81708752338454,0,0,0,0,0,0,0,0,0,0,2,0,93,101,0,0,50,4,0,0,0,1235.8696716700588,85.84918438231526,1144.6522083476866,34051.35035728745,2365.6332389927916,499.24994142527675,271.5007556534314,244422.04590333306,34322.85111294088,34051.35035728745,9255.102984
18/01/2026 (18:00:00 - 18:59:59),0,3,69,72,12,13,38.17396275033527,7.276343808925651,0,0,100,0,15534.923684750698,225.14382151812606,0,0,0,0,0,0,0,0,0,0,1,0,81,85,0,0,52,2,0,0,0,747.4701081858145,62.73044634459995,680.7206071017077,17653.95959049006,1841.7211287133912,325.5434339000501,218.0218213151866,251668.04912292317,17871.981411805245,17653.95959049006,18459.96946527156
18/01/2026 (19:00:00 - 19:59:59),0,6,84,90,15,17,57.74271029957363,12.551982964044365,0,0,100,0,20733.82893602937,246.83129685749253,0,0,0,0,0,0,0,0,0,0,2,0,99,107,0,0,54,4,0,0,0,814.3160973195949,53.09122580717726,752.7398207335535,22821.100654531354,1374.5274530773902,840.0200271075499,438.55360508516225,250973.44265903026,23259.654259616516,22821.100654531354,13766.903081353228
18/01/2026 (20:00:00 - 20:59:59),0,2,42,44,4,6,53.38809090051165,9.449008444280793,0,0,100,0,5007.946954110516,119.23683224072659,0,0,0,0,0,0,0,0,0,0,2,0,46,50,0,0,29,2,0,0,0,444.73619968353466,114.23463399651224,319.8183321299067,6778.1761948901185,1321.5334313807393,491.42874362732437,222.78925580454683,262228.22305118997,7000.965450694665,6778.1761948901185,18770.81149811537
18/01/2026 (21:00:00 - 21:59:59),0,0,35,35,10,12,36.40057549657317,7.8444343391304425,0,0,100,0,13392.364829197475,382.63899511992787,0,0,0,0,0,0,0,0,0,0,2,0,45,47,0,0,25,0,0,0,0,1267.4293570753402,44.03254073,1215.204213786569,14394.545057699059,715.4391390387372,368.66711502366053,116.41162638082868,258819.40570781886,14510.956684079887,14394.545057699059,14669.637608101246
18/01/2026 (22:00:00 - 22:59:59),0,1,27,28,8,8,11.886476732372756,2.0219340663073355,0,0,100,0,3999.5356321576023,148.13094933917046,0,0,0,0,0,0,0,0,0,0,0,0,35,36,0,0,26,1,0,0,0,657.7002605984526,128.36974776659122,523.7578075603423,5508.004900841295,1358.0062263526759,195.0446845031702,128.0692347124683,272594.6128186403,5636.074135553764,5508.004900841295,9769.313045805873
18/01/2026 (23:00:00 - 23:59:59),0,0,21,21,4,4,47.96110877542948,8.618760235,0,0,100,0,4044.9076305586673,192.61464907422226,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,14,0,0,0,0,636.8635775683707,56.08142209164816,572.2294635530914,4623.633770958823,399.1196100039011,213.8172980907799,103.5770936310058,273101.83340267517,4727.210864589829,4623.633770958823,10170.955732734972
19/01/2026 (00:00:00 - 00:59:59),0,1,44,45,8,8,32.67975877271798,6.442027695390114,0,0,100,0,11823.474592107308,268.71533163880247,0,0,0,0,0,0,0,0,0,0,0,0,52,53,0,0,35,1,0,0,0,953.8551590128793,156.06120517354063,792.6936935222822,13436.810189515381,1388.924143457587,265.21353648693787,191.64321690665165,264201.2886,13628.453406422033,13436.810189515381,10170.25804201496
19/01/2026 (01:00:00 - 01:59:59),0,2,38,40,6,7,28.44783478162894,4.945578479168219,0,0,100,0,11768.196742025619,309.6893879480426,0,0,0,0,0,0,0,0,0,0,1,0,44,47,0,0,30,2,0,0,0,709.6496326149482,60.156429870407344,640.0833278421436,12705.253498771754,579.4815104550362,414.03449570548025,192.73335982577098,254822.39673347631,12897.986858597524,12705.253498771754,20279.616407926133
19/01/2026 (02:00:00 - 02:59:59),0,1,39,40,4,4,21.869960370717997,3.7822880709706594,0,0,100,0,11041.062952317905,283.10417826456165,0,0,0,0,0,0,0,0,0,0,0,0,43,44,0,0,33,1,0,0,0,868.7660515688398,117.3511219929405,747.2628925759394,12147.702990114141,944.7105947978024,178.537591,191.82806060334102,257092.67065595312,12339.531050717482,12147.702990114141,18567.798293329433
19/01/2026 (03:00:00 - 03:59:59),0,3,27,30,7,9,25.18478751311523,6.897288616809566,0,0,100,0,10572.21160824703,391.5633928980381,0,0,0,0,0,0,0,0,0,0,2,0,34,39,0,0,24,3,0,0,0,1155.1894887348176,120.65767055442869,1030.406847898218,11415.640293228409,732.0544873627673,140.24898959380937,144.61485789309967,256920.48743995017,11560.255151121508,11415.640293228409,19519.25741
19/01/2026 (04:00:00 - 04:59:59),0,3,33,36,8,10,26.43228959753721,6.070760005010184,0,0,100,0,10069.323276129428,305.1310083675584,0,0,0,0,0,0,0,0,0,0,2,0,41,46,0,0,26,2,0,0,0,1245.5097124044305,85.97492059657566,1152.6158616049552,11025.616703156165,727.9687303310485,283.67613831888553,185.83384523185478,267825.4421788811,11211.45054838802,11025.616703156165,8963.107272730893
19/01/2026 (05:00:00 - 05:59:59),0,3,51,54,8,9,20.06478013931483,3.7623683184018057,0,0,100,0,9735.985160096567,190.90166980581503,0,0,0,0,0,0,0,0,0,0,1,0,59,63,0,0,44,0,0,0,0,882.1614956022414,123.18128583045794,752.0134769569203,12098.359072052757,2007.0705383981642,411.0372360769323,277.99773903677294,256316.72726860532,12376.35681108953,12098.359072052757,19306.91592030513
19/01/2026 (06:00:00 - 06:59:59),0,4,77,81,9,10,25.698348215519754,7.804332062883092,0,0,100,0,11749.518034730469,152.5911433081879,0,0,0,0,0,0,0,0,0,0,1,0,86,91,0,0,58,4,0,0,0,782.7528323305972,183.7503493301568,592.6906390843203,15171.585232834754,2936.0552165630415,542.8185768,280.87254812056426,261890.89994861383,15452.457780955318,15171.585232834754,10656.642270430862
19/01/2026 (07:00:00 - 07:59:59),0,2,68,70,11,11,11.800805954906807,2.3737256972549465,0,0,100,0,19931.564203516602,293.11123828700886,0,0,0,0,0,0,0,0,0,0,0,0,79,81,0,0,64,1,0,0,0,828.1697278665861,52.98974097895209,764.3679758,22413.173963201327,1746.393005651563,854.1488760091133,297.0247509109726,245903.82269870443,22710.19871,22413.173963201327,19385.978587183286
19/01/2026 (08:00:00 - 08:59:59),0,12,130,142,12,13,63.61687976355616,15.60466085714611,0,0,100,0,17551.132497884653,135.00871152218963,0,0,0,0,0,0,0,0,0,0,1,0,142,155,0,0,77,10,0,0,0,418.7941845439157,105.94183597199645,305.4832278,21576.25546269119,3067.137265487156,1046.4151484873278,644.4997041032836,250069.09487030303,22220.755166794475,21576.25546269119,15710.149962902518
19/01/2026 (09:00:00 - 09:59:59),0,15,151,166,44,47,69.25018353359536,20.32351179517764,0,0,100,0,55288.658739020175,366.1500578743058,0,0,0,0,0,0,0,0,0,0,3,0,195,213,0,0,73,11,0,0,0,1515.8307400096946,158.68446925657219,1344.8224643884364,64643.35776871178,7493.8042686240005,2403.1422411137955,508.0502081,208040.94742951024,65151.40797677204,64643.35776871178,14807.644593717712
19/01/2026 (10:00:00 - 10:59:59),0,22,159,181,24,28,88.95248957423324,19.187761692584044,0,0,100,0,50151.780007559646,315.42000004754493,0,0,0,0,0,0,0,0,0,0,4,0,183,209,0,0,88,20,0,0,0,1031.3958777796215,84.62991900454952,933.9460472979603,55652.105649774814,3461.959717354392,2346.043800311461,666.1209995196841,211679.1320179148,56318.22665,55652.105649774814,20002.64133279071
19/01/2026 (11:00:00 - 11:59:59),0,31,226,257,37,42,156.4027965912359,32.099055680582794,0,0,100,0,33144.67050394839,146.65783408826724,0,0,0,0,0,0,0,0,0,0,5,0,263,299,0,0,76,22,0,0,0,499.0246483270236,53.29787671639579,436.74866021129947,40819.52671571049,5645.803035513879,2361.2432980233625,1048.3054597460555,234384.20947126352,41867.83217545655,40819.52671571049,11747.958353279942
19/01/2026 (12:00:00 - 12:59:59),0,33,226,259,45,50,176.10590074030617,29.54376201052368,0,0,100,0,41857.79500236521,185.2114823113505,0,0,0,0,0,0,0,0,0,0,5,0,271,309,0,0,93,24,0,0,0,806.2009512070938,121.83134134784734,679.7749869647098,49080.51937321677,6184.339596686263,1245.1428044194474,1120.4075689410445,215111.3089114203,50200.926942157814,49080.51937321677,22687.764146421876
19/01/2026 (13:00:00 - 13:59:59),0,38,242,280,30,31,206.2425376432773,38.40093576,0,0,100,0,48863.46524007176,201.91514562013123,0,0,0,0,0,0,0,0,0,0,1,0,272,311,0,0,79,24,0,0,0,623.6940833222784,106.42771252920683,513.2709455512204,61247.36970929329,11417.011560693536,1086.755665783535,1000.6800487588679,213059.2330700346,62248.04975805216,61247.36970929329,12692.717171913258
19/01/2026 (14:00:00 - 14:59:59),0,30,228,258,46,50,114.54994578750478,35.07167626105238,0,0,100,0,30297.599510011696,132.88420837724428,0,0,0,0,0,0,0,0,0,0,4,0,274,308,0,0,73,20,0,0,0,437.31364834341605,60.35257569775111,371.7385689687578,37866.98232211222,6378.651973765706,1430.9660074725496,927.9114186572554,228381.77058914443,38794.893740769476,37866.98232211222,20823.335670086093
